player_name,player_id,season,season_type,team,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Jevon Carter,carteje01,2021,RS,PHO,1491,717,.6491408304515037,-.7651889251980328,-.1160480947465291,-1.198265366629999,-.0563715287568753,-1.254636895386874,.2795327959818112,-.7038291794955801,-.4242963835137689,.8460047372301771,.8460047372301771,0,.3706483688149502,-.8321618832318484,-.4615135144168982,-.5659987210413355
Michael Carter-Williams,cartemi01,2021,RS,ORL,1689,800,-4.671639313013582,2.625159450069505,-2.046479862944077,-1.887993543567191,5.122813838064064,3.234820294496873,-4.282254453242895,3.349204434642824,-.933050018600071,.7445856926791592,.7445856926791592,0,-4.285201334769737,2.522310525115078,-1.762890809654659,.4056701841257448
Wendell Carter Jr.,cartewe01,2021,RS,CHI,1686,792,-2.55344899783751,.9188603564912751,-1.634588641346235,-3.266958936512114,-2.153149265218967,-5.420108201731082,-2.845963236568413,.3073890234207618,-2.538574213147651,.0856306910442527,.0856306910442527,0,-2.245878188908617,.8379278474994402,-1.407950341409177,.2341394134814789
Wendell Carter Jr.,cartewe01,2021,RS,ORL,1198,583,-2.604633809163091,2.781011786607797,.1763779774447065,-4.516341166252158,.7936877788903278,-3.722653387361831,-3.05951525308959,2.590321988202043,-.4691932648875472,.6761559634571912,.6761559634571912,0,-2.951104977295311,1.706549721635207,-1.244555255660105,-.3367143072686601
Alex Caruso,carusal01,2021,PO,LAL,244,121,-6.879334871281871,-2.297547244567968,-9.176882115849839,-6.557026927337279,5.764095746694003,-.7929311806432757,-7.169633187180016,-.8301105462561383,-7.999743733436154,-.3384988784747014,0,-.3384988784747014,-6.080028587005432,.3477398790526779,-5.732288707952755,1.24614404547825
Alex Caruso,carusal01,2021,RS,LAL,2541,1216,-1.088333292818033,3.890981756990448,2.802648464172415,-2.103666148800207,5.251308949118098,3.14764280031789,-1.339802735309624,4.353607802480282,3.013805067170658,3.587802680980366,3.587802680980366,0,-1.173155786064226,4.504564093701582,3.331408307637356,.3365865731178827
Willie Cauley-Stein,caulewi01,2021,PO,DAL,127,63,-2.435314207889151,.5121364166122033,-1.923177791276948,-19.02084995127745,-.3713730347789955,-19.39222298605645,-6.154986198121268,.4179188264263149,-5.737067371694953,-.0986439592960397,0,-.0986439592960397,-7.102965669302247,-1.153981412870744,-8.25694708217299,-.3755196518081475
Willie Cauley-Stein,caulewi01,2021,RS,DAL,1869,906,-2.557758589088948,2.073477137760892,-.484281451328056,.7584902468909777,4.879565436475872,5.63805568336685,-2.043569677275419,2.800457044633004,.7568873673575847,1.615593393491374,1.615593393491374,0,-1.843421450002855,2.101116596225055,.2576951462222004,-.3385189964732478
Chris Chiozza,chiozch01,2021,PO,BRK,42,19,-6.18906049913729,-1.381863210743583,-7.570923709880873,-10.0801807437131,23.43981191642869,13.3596311727156,-7.463228729723002,3.652773861506159,-3.810454868216843,-.0103989628558212,0,-.0103989628558212,-4.288753740149057,-1.276502841202789,-5.565256581351846,-1.88034076816225
Chris Chiozza,chiozch01,2021,RS,BRK,490,232,2.959596891833858,-.4631594637394356,2.496437428094422,-1.701921604507545,4.577320074073986,2.875398469566441,2.093244522429744,.580967032536682,2.674211554966426,.6416843502295118,.6416843502295118,0,2.661302214378725,-1.050188817016972,1.611113397361754,-.0566252802489984
Marquese Chriss,chrisma01,2021,RS,GSW,63,27,-5.604845954616478,7.623771472076585,2.018925517460107,-24.45730782427931,-7.280026032368782,-31.73733385664809,-9.816141055543927,4.978437814102367,-4.837703241441559,-.0289843419792909,-.0289843419792909,0,-8.674584422239603,4.267986627085113,-4.406597795154489,.7913893565510896
Brandon Clarke,clarkbr01,2021,PO,MEM,18,9,-10.32851479230564,11.66949515013394,1.340980357828306,-15.67819581096078,40.49829441507396,24.82009860411318,-12.21244883544887,18.62360658890375,6.411157753454884,.0423830332335053,0,.0423830332335053,-9.969835019031073,12.60909717263555,2.639262153604479,-2.266127114551041
Brandon Clarke,clarkbr01,2021,RS,MEM,3007,1415,-1.171863154658039,2.025727356933093,.8538642022750533,-1.210189190002601,-.7418862359118741,-1.952075425914475,-1.247233304791571,1.553691128041803,.306457823250232,2.196407050969723,2.196407050969723,0,-1.421642641762068,1.268651379562247,-.1529912621998204,-.464516045852292
Gary Clark,clarkga01,2021,RS,ORL,1338,637,-3.316663623567161,-1.883813357330477,-5.200476980897637,-1.810080765965662,-.4380148540813231,-2.248095620046985,-3.164462459179427,-1.655046734260968,-4.819509193440394,-.6721201668035406,-.6721201668035406,0,-3.546548936930434,-2.450799048827834,-5.997347985758267,-.0698022434997165
Gary Clark,clarkga01,2021,RS,PHI,32,13,-6.298418872344184,-9.109238389595967,-15.40765726194015,10.26723355402562,-11.18292028813405,-.9156867341084318,-3.249002118632491,-10.17161691876525,-13.42061903739774,-.0714148824894558,-.0714148824894558,0,-4.122617340266204,-8.500724089715627,-12.62334142998183,.9144495194228814
Gary Clark,clarkga01,2021,RS,DEN,9,4,-2.872901899768751,-20.3341981744621,-23.20710007423085,9.049316840626737,-49.44914715391062,-40.39983031328388,-.6010093279471423,-27.70876462721106,-28.30977395515821,-.0510889604882866,-.0510889604882866,0,-1.382771575624438,-32.74647656693249,-34.12924814255692,-2.077945416226951
Jordan Clarkson,clarkjo01,2021,PO,UTA,613,298,2.256915763630567,-.3346326639367786,1.922283099693789,-9.464104440732367,-3.416050160739676,-12.88015460147204,-.232205713248109,-.9458636477467377,-1.178069360994847,.248452633888821,0,.248452633888821,-.4321863328666582,-3.109330534201685,-3.541516867068343,.7807049547863135
Jordan Clarkson,clarkjo01,2021,RS,UTA,3820,1818,4.316140086377281,-1.019372984598453,3.296767101778828,1.393080873528912,-1.764242385970301,-.3711615124413883,3.886409745891457,-1.306837586313907,2.57957215957755,4.95297779146691,4.95297779146691,0,4.391319824166787,-.9108137765023917,3.480506047664396,.1954247540287753
Nicolas Claxton,claxtni01,2021,PO,BRK,263,130,-2.973101488699191,10.51586519452703,7.542763705827834,3.405063888377538,1.026486736390388,4.431550624767926,-1.869531796884818,9.051445159878233,7.181913362993415,.6701061009796753,0,.6701061009796753,-2.236642150293927,7.564194611582312,5.327552461288385,-1.342093062824626
Nicolas Claxton,claxtni01,2021,RS,BRK,1246,594,-2.35397590936963,5.993468307846663,3.639492398477032,-.1536687418246847,7.364939823103281,7.211271081278596,-2.091185459483854,6.666142516847282,4.574957057363428,2.212462332447349,2.212462332447349,0,-1.519217148077647,4.525447563227019,3.006230415149372,-.337985034944431
Amir Coffey,coffeam01,2021,PO,LAC,33,16,1.516801421639107,3.892772054863009,5.409573476502117,-14.06122393872621,6.40120618993461,-7.660017748791599,-1.768446987625103,4.565125648316918,2.796678660691815,.0463551853421664,0,.0463551853421664,-2.578086299873705,.3240005060281084,-2.254085793845596,-.7212864627642456
Amir Coffey,coffeam01,2021,RS,LAC,819,394,-1.085519465300686,-1.488337615092488,-2.573857080393174,-9.714387932638719,5.693188254924028,-4.021199677714691,-3.006511775106375,-.0966954231375157,-3.10320719824389,-.0708865086249841,-.0708865086249841,0,-2.389699749165647,-1.661665154376929,-4.051364903542575,-.1632351892897129
John Collins,collijo01,2021,PO,ATL,1176,576,1.152107904004463,.9733491700267637,2.125457074031226,6.985840108466729,-.2569414375295228,6.728898670937206,2.39345194758278,.7264213400330054,3.119873287615786,1.777360324748237,0,1.777360324748237,4.834035620842794,.8457500344836879,5.679785655326482,-.0962922754822181
John Collins,collijo01,2021,RS,ATL,3850,1848,1.274197170890534,.9997675355461435,2.273964706436677,2.918460326646406,.29988256985756,3.218342896503966,1.666979559256677,.9098682952266642,2.576847854483341,5.022456992812239,5.022456992812239,0,1.642093570120808,.5514074411795569,2.193501011300365,.0008167494535191
Mike Conley,conlemi01,2021,PO,UTA,361,176,7.462831214952922,-6.386471562014186,1.076359652938736,7.805588637599707,-4.138476777444366,3.667111860155342,7.847370814719149,-6.237278180614343,1.610092634104806,.4034505033974205,0,.4034505033974205,5.069070991929119,-6.091449758060082,-1.022378766130963,-.0832941373972723
Mike Conley,conlemi01,2021,RS,UTA,3168,1498,3.953086580702294,3.240360680778406,7.193447261480699,2.230808898288345,6.011563696718472,8.242372595006817,3.765607611339527,3.951917089790115,7.717524701129642,8.01621696941495,8.01621696941495,0,4.096133246001671,4.02359372142381,8.11972696742548,.2032292329788771
Pat Connaughton,connapa01,2021,PO,MIL,1124,546,1.525841381648514,2.723618760234412,4.249460141882926,4.23522375829706,-4.379830834393902,-.1446070760968414,2.150536260082061,1.298117029076285,3.448653289158346,1.779465693507813,0,1.779465693507813,1.440952620946192,1.562783433462892,3.003736054409083,-.079287824131869
Pat Connaughton,connapa01,2021,RS,MIL,3439,1575,-.3513330660086852,1.269800421513745,.9184673555050601,-.5689526361301136,2.819716494979791,2.250763858849677,-.4227679050104554,1.660560584841703,1.237792679831248,3.194726583780671,3.194726583780671,0,.0258514702635763,1.485954875549446,1.511806345813023,-.3064168157328557
Quinn Cook,cookqu01,2021,RS,LAL,138,62,-.5679628018004031,-5.375833609593703,-5.943796411394106,-8.548662475758471,2.563261713356066,-5.985400762402405,-2.285964015975584,-4.1302464120973,-6.416210428072883,-.1153453816484936,-.1153453816484936,0,-2.735609625944095,-5.84024501014154,-8.575854636085635,-.5447578092722425
Quinn Cook,cookqu01,2021,RS,CLE,197,95,.4362450489200396,-4.250482917079704,-3.814237868159664,-1.135374167885415,2.281343174995671,1.145969007110256,.2607580337570575,-3.094960468206259,-2.834202434449201,-.0040583511387988,-.0040583511387988,0,-.7764788408142941,-3.714989076250405,-4.491467917064699,-.5655140417800346
Tyler Cook,cookty01,2021,RS,BRK,36,17,-9.099741677240608,8.49378586453928,-.6059558127013283,-1.427008332360599,13.67345706846506,12.24644873610446,-8.117824141595797,10.08336001102969,1.965535869433891,.0406724833681641,.0406724833681641,0,-7.731989922764044,2.926751629111839,-4.805238293652206,-.5610404197583446
Tyler Cook,cookty01,2021,RS,DET,871,421,-4.035383005664213,-3.68609986217312,-7.721482867837333,.2818649823152919,-4.710319849660606,-4.428454867345314,-3.346582963530389,-4.11311803974316,-7.459701003273548,-1.003356055859161,-1.003356055859161,0,-4.722403039220822,-4.900354966694079,-9.6227580059149,-.8245267830492756
DeMarcus Cousins,couside01,2021,PO,LAC,123,58,3.164454307996513,4.515820194731825,7.680274502728338,-2.518220213924196,-10.07022777587751,-12.58844798980171,1.995212217141189,1.812056011521101,3.807268228662291,.2016636681624156,0,.2016636681624156,2.179669446520323,4.335968505344915,6.515637951865238,.7540191281784367
DeMarcus Cousins,couside01,2021,RS,HOU,1088,506,-.9381288271236536,2.74112969829561,1.803000871171956,-2.400257840515881,2.463996608073178,.0637387675572971,-1.22079023018258,2.906390964810254,1.685600734627674,1.160861188255086,1.160861188255086,0,-1.114354894911861,2.60238966088371,1.488034765971849,1.389839679113095
DeMarcus Cousins,couside01,2021,RS,LAC,426,207,-.9997664439433277,3.551188703560993,2.551422259617665,-5.768654864363496,-1.035374608750315,-6.804029473113811,-2.145849280188458,2.78136336028118,.6355140800927224,.3638434427619497,.3638434427619497,0,-.6742687704241052,3.174457072582376,2.500188302158271,1.77766296284113
Robert Covington,covinro01,2021,PO,POR,456,228,-.992929399029685,2.23449712622396,1.241567727194275,13.65158177395908,9.300150828605739,22.95173260256482,1.996545551596284,3.963314522986227,5.959860074582511,1.051028249443275,0,1.051028249443275,.6746851611355537,3.938441305036083,4.613126466171637,.570222888861633
Robert Covington,covinro01,2021,RS,POR,4658,2243,-1.391617893180095,2.659020087964548,1.267402194784453,4.255907900641672,.8721367862277167,5.128044686869389,-.3462721711487677,2.493122853637912,2.146850682489145,5.590438666780532,5.590438666780532,0,.5930425420523529,3.091056357554184,3.684098899606537,-.2416803285131757
Torrey Craig,craigto01,2021,PO,PHO,555,266,-1.452918058004354,-1.025830771999856,-2.47874883000421,2.648760897937122,-.8415697826857007,1.807191115251422,-.7516028306148334,-1.121448201066249,-1.873051031681082,.1227723208523087,0,.1227723208523087,-.5492248403823805,-2.544739434968169,-3.09396427535055,.021155873122248
Torrey Craig,craigto01,2021,RS,MIL,438,201,-3.20866018854423,2.006153276489179,-1.202506912055051,-3.761408072704489,-4.010089619393758,-7.771497692098247,-3.539548765784982,.8504630625674974,-2.689085703217485,.0062068596345708,.0062068596345708,0,-2.683818117109944,.4742394629038297,-2.209578654206115,-.6451867789962894
Torrey Craig,craigto01,2021,RS,PHO,1222,602,.5135022843925754,-.3521051096415734,.161397174751002,.877951922343863,-3.887840239751284,-3.009888317407421,.5960982474231223,-1.138002592376248,-.5419043449531261,.6728736251582753,.6728736251582753,0,.8582258059463034,-.8414267194960279,.0167990864502755,-.7923547331321419
Jae Crowder,crowdja01,2021,PO,PHO,1473,729,1.416928053974258,2.329956532097884,3.746884586072142,6.336790525998048,4.581207804932945,10.91799833093099,2.470578386612733,2.850917708759208,5.321496095371941,3.104384406161172,0,3.104384406161172,3.51475944638706,2.80313490501707,6.31789435140413,.2585000584898615
Jae Crowder,crowdja01,2021,RS,PHO,3433,1648,.156315314427633,2.590947255850927,2.74726257027856,-2.502357968876209,4.143872207837784,1.641514238961576,-.4084573689784194,3.049106992087175,2.640649623108756,4.550157668827657,4.550157668827657,0,.2351646481160337,2.306587719752006,2.54175236786804,.3931598181068733
Jarrett Culver,culveja01,2021,RS,MIN,1078,499,-4.388311223748998,.743902019748388,-3.64440920400061,-8.247336197407208,1.82180377749059,-6.425532419916617,-5.418980387313051,1.072715588805644,-4.346264798507407,-.4080628823911084,-.4080628823911084,0,-4.797003807767512,.8383326641597894,-3.958671143607722,.4149808480199697
Seth Curry,curryse01,2021,PO,PHI,803,381,7.132551557175589,-3.446522205166082,3.686029352009507,15.60574031163846,-7.464355426384287,8.141384885254171,9.297960511166483,-4.530711898353971,4.767248612812512,1.498773646357433,0,1.498773646357433,6.365147285176245,-3.281859395121238,3.083287890055007,-.5402399708996889
Seth Curry,curryse01,2021,RS,PHI,3426,1638,.1539021060991481,-1.681803487629866,-1.527901381530718,2.989089140827697,-.3976566584040173,2.59143248242368,.7428442401986105,-1.554352988502656,-.8115087483040452,1.603581076699858,1.603581076699858,0,.3996554386395313,-1.037290192489983,-.637634753850452,-1.024141053064963
Stephen Curry,curryst01,2021,RS,GSW,4715,2152,8.884194727383015,-2.39907801300007,6.485116714382945,5.510388459247867,.5151089126240165,6.025497371871884,8.738701024052402,-1.939049898845283,6.799651125207118,10.76057463945118,10.76057463945118,0,8.087151887728316,-1.656422151344786,6.430729736383531,2.653506878324001
Nate Darling,darlina01,2021,RS,CHA,53,26,-.4803022749858468,-6.609862218233152,-7.090164493218999,-26.59120233238825,-11.00272772398916,-37.5939300563774,-5.958222191265263,-7.934648817988229,-13.89287100925349,-.1473407893868295,-.1473407893868295,0,-3.1364723647242,-8.239074056643569,-11.37554642136777,-.3221837149873205
Anthony Davis,davisan02,2021,PO,LAL,287,144,1.46840098260677,.5480590027079033,2.016459985314674,-4.84431681485832,2.848158958515268,-1.996157856343051,.3517233698390854,.9736800270157145,1.3254033968548,.3101050870514347,0,.3101050870514347,-.5184452884161264,1.074407705710685,.5559624172945583,.4130251038996656
Anthony Davis,davisan02,2021,RS,LAL,2404,1162,.5043480264548585,3.065978686143888,3.570326712598747,2.941556009738661,1.91842895629764,4.859984966036301,1.062542689368676,2.933032165836682,3.995574855205358,4.00683613188323,4.00683613188323,0,1.031087956059844,3.790114615566534,4.821202571626379,.1945703376966865
Ed Davis,davised01,2021,RS,MIN,631,299,-2.448412314171776,-4.286983203926082,-6.735395518097858,-5.920107049051847,4.851130936118416,-1.068976112933431,-3.322334473793468,-2.543235252222233,-5.865569726015701,-.4714040629479224,-.4714040629479224,0,-3.947643408373602,-.1497615918270335,-4.097405000200636,-.8233704801068307
Terence Davis,daviste02,2021,RS,SAC,1235,581,1.201321494734469,-1.411232319557978,-.2099108248235093,-3.976092268783302,.8960131705336277,-3.080079098249674,.1707372922168439,-.9649927445583498,-.794255452341506,.5823326487406002,.5823326487406002,0,1.086076503467771,-1.150132374023016,-.0640558705552459,.4526378761921834
Terence Davis,daviste02,2021,RS,TOR,1052,493,-1.077190180066876,-3.446043746991831,-4.523233927058707,-1.728554162903884,-.1214207303918064,-1.849974893295691,-1.271102202393753,-2.94411910907732,-4.215221311471073,-.3711285179026129,-.3711285179026129,0,-1.573526979893932,-3.062660777967313,-4.636187757861245,.7078305764907595
Gabriel Deck,deckga01,2021,RS,OKC,456,212,.7952616344784497,-1.700145889956955,-.9048842554785056,1.234844588604694,-5.058614540577516,-3.823769951972822,1.07653598599989,-2.443603857403919,-1.367067871404029,.1480247867458227,.1480247867458227,0,-.3967689749401714,-2.426736920633649,-2.82350589557382,-1.050711146928187
Dewayne Dedmon,dedmode01,2021,PO,MIA,118,57,-3.043660709130334,-7.960178870488307,-11.00383957961864,4.854245537750191,-16.26468191871435,-11.41043638096416,-1.404611958622398,-10.1823659011458,-11.5869778597682,-.2647669705191096,0,-.2647669705191096,-3.143819702520108,-9.694495536574319,-12.83831523909443,-.1051110823808896
Dewayne Dedmon,dedmode01,2021,RS,MIA,430,210,1.042602929352629,1.107461478851103,2.150064408203733,8.961544337519756,1.38908037493386,10.35062471245362,2.762342277958559,1.213370843142021,3.97571312110058,.721573719619763,.721573719619763,0,1.682947110886639,1.854929802929696,3.537876913816335,.1355537107878976
Matthew Dellavedova,dellama01,2021,RS,CLE,467,224,-2.142925719362005,-4.756746824256242,-6.899672543618246,1.835850385816685,-1.559735320449483,.276115065367202,-1.424062659747424,-4.365007320143604,-5.789069979891028,-.3423821640225552,-.3423821640225552,0,-2.183126707707872,-3.766822527745826,-5.949949235453699,-1.435434341492839
DeMar DeRozan,derozde01,2021,RS,SAS,4287,2056,3.596733175947119,-2.096859148583117,1.499874027364003,2.291903276749467,-5.379912174552826,-3.08800889780336,3.563905180088845,-2.934680515319146,.6292246647696986,3.528724050596721,3.528724050596721,0,1.729604535997402,-2.797641658538662,-1.06803712254126,-.4553649380213425
Mamadi Diakite,diakima01,2021,PO,MIL,77,35,-9.780831416477284,.7559804835039547,-9.02485093297333,-16.45350972463328,19.18708189200001,2.733572167366727,-11.82508374955396,4.516894328973189,-7.308189420580767,-.0855839246005034,0,-.0855839246005034,-8.532197570611654,7.075995386045468,-1.456202184566186,1.911183064151242
Mamadi Diakite,diakima01,2021,RS,MIL,316,141,-1.965740797631433,.694315765721792,-1.271425031909641,-2.063051616894961,7.79340830699512,5.73035669010016,-2.131800421733755,2.21421593066886,.0824155089351053,.2044825865793613,.2044825865793613,0,.7578935427199847,.7955132683677577,1.553406811087742,.3586487904523949
Hamidou Diallo,diallha01,2021,RS,OKC,1625,761,-.6809877110399183,1.365320250425591,.6843325393856732,-1.705709830522022,3.457400292988728,1.751690462466706,-.8105322344043824,1.902265553967539,1.091733319563157,1.496049017866218,1.496049017866218,0,-1.872353886913021,1.094427365330915,-.7779265215821054,.3011950095161931
Hamidou Diallo,diallha01,2021,RS,DET,944,465,-1.155719006902392,-2.631764070711517,-3.787483077613909,-1.436758479742982,-3.876583506106961,-5.313341985849942,-1.226166887058886,-3.041470665664305,-4.267637552723191,-.3584961631851035,-.3584961631851035,0,-2.823959024335076,-2.549663597442832,-5.373622621777908,-.4354635806269759
Gorgui Dieng,dienggo01,2021,RS,MEM,786,371,1.396664271000535,-.1898190358052661,1.206845235195269,-.992675687349781,.5073947017755038,-.4852809855742771,.9903539856402047,-.0825501456101167,.9078038400300881,.6918880971367557,.6918880971367557,0,.9425549865862871,.3746761737327908,1.317231160319078,-.06947602046665
Gorgui Dieng,dienggo01,2021,RS,SAS,383,181,1.396365936937023,-2.125130226147735,-.7287642892107122,-1.813021057447525,-6.36601996606629,-8.179041023513815,.8491113616060251,-3.098010718609413,-2.248899357003388,.0465633797331335,.0465633797331335,0,1.311827999464943,-1.612073479037747,-.3002454795728036,.6298414312912198
Spencer Dinwiddie,dinwisp01,2021,RS,BRK,140,64,-2.277017370381408,1.474513938691266,-.8025034316901416,.0671546891279284,14.93530124088422,15.00245593001215,-1.996392630360377,4.38019623447618,2.383803604115804,.1694697450555465,.1694697450555465,0,-1.107432492263923,2.194982939935189,1.087550447671265,1.106353368358638
Donte DiVincenzo,divindo01,2021,PO,MIL,151,70,-5.676024847583945,3.999613228045175,-1.67641161953877,-7.0152130006327,8.073817083887795,1.058604083255094,-6.345678467903394,4.98995104743132,-1.355727420472074,.052189741459321,0,.052189741459321,-4.901151152327646,3.453403690194191,-1.447747462133455,1.591108933268282
Donte DiVincenzo,divindo01,2021,RS,MIL,3959,1814,-.0563478825407046,.5514092875014336,.495061404960729,3.493164647603762,-.9447883408208391,2.548376306782923,.640610003104752,.2405721847238116,.8811821878285637,3.388731033088064,3.388731033088064,0,1.262951977616008,.697749768891085,1.960701746507093,.8431568796926505
Luka Doncic,doncilu01,2021,PO,DAL,551,281,8.665285352678698,1.319749289171596,9.985034641850294,9.204443470388842,4.045643389099709,13.25008685948855,9.343924441513872,1.978443327637757,11.32236776915163,2.104879019327281,0,2.104879019327281,10.28869278293061,1.578838774707275,11.86753155763789,1.136394586503665
Luka Doncic,doncilu01,2021,RS,DAL,4684,2262,6.407699747391745,-.9541226328629548,5.45357711452879,4.460829845346488,-1.429333456263997,3.031496389082492,6.323773825566709,-1.114624981014696,5.209148844552013,9.297765931297395,9.297765931297395,0,7.099821341647764,-1.529448992896559,5.570372348751205,1.234874742990117
Luguentz Dort,dortlu01,2021,RS,OKC,3250,1543,-2.488076967862362,4.019993715133119,1.531916747270757,.9585494352745937,1.94615421096269,2.904703646237284,-1.794871225027345,3.861466398734375,2.06659517370703,3.795246138173458,3.795246138173458,0,-2.066715681749354,3.326146961452351,1.259431279702997,.0915142707194694
Damyean Dotson,dotsoda01,2021,RS,CLE,1884,907,-2.481019018760419,-3.177978628078997,-5.658997646839416,-5.590162234073023,1.441719616454809,-4.148442617618215,-3.208768274578258,-2.370666184886176,-5.579434459464434,-1.301116540035731,-1.301116540035731,0,-3.251032023055146,-3.57484080447705,-6.825872827532196,-.6330250021711902
Devon Dotson,dotsode01,2021,RS,CHI,108,50,7.121998654469571,5.376923189843134,12.4989218443127,1.110568313316518,14.78221350239615,15.89278181571267,6.346812188518195,7.685383673585947,14.03219586210414,.4240861082759597,.4240861082759597,0,6.219321125287726,5.164253739906742,11.38357486519447,-.94998806715519
Sekou Doumbouya,doumbse01,2021,RS,DET,1795,869,-4.758712096941925,-1.343210634901378,-6.101922731843302,-.8352155803309008,-2.83881738051975,-3.674032960850651,-4.185151715631064,-1.724562715865424,-5.909714431496488,-1.39233433116695,-1.39233433116695,0,-4.431952851979645,-2.030452071328358,-6.462404923308003,-.6176245545082482
PJ Dozier,doziepj01,2021,RS,DEN,2251,1088,-1.380373938417119,.9505699248158781,-.4298040136012404,-1.970316821168396,7.566400945291465,5.596084124123069,-1.649019618752061,2.378363506212334,.7293438874602729,1.92121019060866,1.92121019060866,0,-1.10704198629778,1.701841452212456,.594799465914676,-.531460260350728
Goran Dragic,dragigo01,2021,PO,MIA,245,117,-.2856140818222938,.4464613395310429,.1608472577087492,.4176166046858962,10.37892530981717,10.79654191450306,.0456955684784901,2.567149360595591,2.612844929074081,.3276749519653779,0,.3276749519653779,-.3435567853845172,2.331554796242611,1.987998010858094,-.7399344887365253
Goran Dragic,dragigo01,2021,RS,MIA,2746,1337,-.3795938957551603,-2.001062145925138,-2.380656041680298,-.5526726230596654,1.592154459240561,1.039481836180896,-.4245497776483844,-1.393217638161854,-1.817767415810238,.6375218364890531,.6375218364890531,0,-.2758775083636648,-1.523633576914043,-1.799511085277708,.2558306532632101
Andre Drummond,drumman01,2021,PO,LAL,219,105,-1.419098265183881,2.191192949265993,.7720946840821115,-.5271550897710293,.3217524025883405,-.2054026871826888,-1.244043137703513,1.860028574464133,.6159854367606199,.190411395553814,0,.190411395553814,-2.731043820698495,3.475064599474288,.7440207787757926,2.340272166756255
Andre Drummond,drumman01,2021,RS,CLE,1477,722,-2.670772767242498,5.283386846045541,2.612614078803043,1.124260094259361,-.7356658255320714,.3885942687272894,-1.868876440814179,4.381418889218671,2.512542448404492,1.96362332801547,1.96362332801547,0,-.5551834848692275,4.14615615043856,3.590972665569332,1.306915258490044
Andre Drummond,drumman01,2021,RS,LAL,1067,520,-2.388199714219147,-.534599439559367,-2.922799153778514,.264645543614953,.9411097917637601,1.205755335378713,-1.952527156754461,-.3556591469449918,-2.308186303699453,.1174033630073893,.1174033630073893,0,-2.074171073811417,2.355968893530437,.2817978197190194,.1623186122198584
Jared Dudley,dudleja01,2021,PO,LAL,10,5,-7.007296845200592,9.178597725942803,2.17130088074221,-11.02033745379268,5.838501171109042,-5.181836282683641,-8.254041547989269,9.019266909591856,.765225361602587,.0088774746955642,0,.0088774746955642,-8.598927717070275,6.227591216393368,-2.371336500676907,-3.935445597749623
Jared Dudley,dudleja01,2021,RS,LAL,169,81,-1.876349642155567,1.244802850917083,-.6315467912384836,-4.800005828790384,3.115376394712489,-1.684629434077894,-2.599476574510541,1.622140574242733,-.9773360002678082,.0727405284800677,.0727405284800677,0,-2.808530809792146,.3692591422064547,-2.439271667585692,-.7125352980056011
Kris Dunn,dunnkr01,2021,PO,ATL,71,33,-5.091232988601909,6.101303672914858,1.010070684312949,-3.623699612059338,11.00158410247444,7.377884490415107,-5.15860935103448,7.481916220646632,2.323306869612152,.0893881565118125,0,.0893881565118125,-1.661743374256806,3.677250696463644,2.015507322206838,1.438714013089937
Kris Dunn,dunnkr01,2021,RS,ATL,95,45,-12.17959182358304,-1.704679976019834,-13.88427179960288,-15.51340345897563,-8.498411140696883,-24.01181459967252,-13.63681101818374,-3.211184633356209,-16.84799565153995,-.3231079056172451,-.3231079056172451,0,-8.766428253657921,-1.468943568893267,-10.23537182255119,-.1771901031290964
Kevin Durant,duranke01,2021,PO,BRK,981,485,4.674533892604369,3.086586323949728,7.761120216554097,-10.42367639799857,-3.591696934176285,-14.01537333217485,1.666369383786173,1.819533066199136,3.48590244998531,1.620504035012482,0,1.620504035012482,2.053162789314079,1.805946221467937,3.859109010782016,1.79090109536916
Kevin Durant,duranke01,2021,RS,BRK,2483,1157,5.628987129331601,-.6065289756064211,5.02245815372518,5.520059620618718,1.297246978956506,6.817306599575224,5.826733331749175,-.2340570976471758,5.592676234101999,5.007013325867092,5.007013325867092,0,6.317133493752508,-1.225056410354727,5.092077083397782,1.687892742763812
Anthony Edwards,edwaran01,2021,RS,MIN,4951,2314,-1.422551718669694,-2.315913126957875,-3.738464845627569,2.945679871258781,-4.051959669750798,-1.106279798492017,-.5279432808993954,-2.792552068543126,-3.320495349442521,-.6766245246185876,-.6766245246185876,0,.1400063164263374,-2.468852699401034,-2.328846382974697,.4641741389943554
Carsen Edwards,edwarca01,2021,PO,BOS,13,5,9.262877459355412,-10.23004057924244,-.9671631198870312,-16.13575268752284,8.994525950650221,-7.141226736872618,4.512067865391631,-6.944767520811034,-2.432699655419403,.0008558916725825,0,.0008558916725825,3.789758397911562,-11.42016117381893,-7.630402775907365,2.476063579282603
Carsen Edwards,edwarca01,2021,RS,BOS,586,276,-.6568647588378718,-2.569173540147257,-3.226038298985129,-3.155411859290809,-.9415839707515586,-4.096995830042368,-1.2471740317649,-2.393802521585014,-3.640976553349914,-.1257739970206965,-.1257739970206965,0,-.7314735782100253,-2.745188936502836,-3.476662514712861,.2502659590228248
